Tz0 [ms];Tz1 [ms];Tz2 [ms];Tz3 [ms];Tz4 [ms];Tz5 [ms];Tz6 [ms];Tz7 [ms];Tp0 [ms];Tp1 [ms];Tp2 [ms];Tp3 [ms];Tp4 [ms];Tp5 [ms];Tp6 [ms]
71;170;97;57;181;116;192;174;108;83;59;110;57;128;117
