result
0,862751
0,85887
0,800523
0,843698
0,885425
0,86231
0,897025
0,836524
0,832709
0,859084
0,871534
0,839978
0,789295
0,784664
0,870302
0,798518
0,851344
0,769966
0,740115
0,798408
0,773817
0,154352
0,793604
0,75703
0,857101
0,919319
0,844479
0,889796
0,903359
0,900102
0,902768
0,868926
0,886549
0,886433
0,915066
0,83915
0,944142
0,933667
0,892865
0,85837
0,848642
0,907332
0,915303
0,875761
0,929438
0,951946
0,91798
0,857701
0,864591
0,921966
0,903359
0,899676
0,910788
0,906221
0,847974
0,885241
0,940379
0,908211
0,914814
0,918067
0,875126
0,91776
0,897521
0,924852
0,896436
0,94088
0,892818
0,925752
0,824156
0,858145
0,886134
0,925981
0,888257
0,940825
0,971155
0,896161
0,9366
0,943688
0,936619
0,910894
0,970946
0,925131
0,939887
0,930085
0,900374
0,940367
0,955214
0,878647
0,875819
0,918882
0,875177
0,903229
0,929826
0,872417
0,056978
0,921715
0,981197
0,970276
0,944301
0,962887
0,973379
0,942877
0,927755
0,986606
0,966695
0,929137
0,932945
0,929118
0,917929
0,959868
0,952204
0,296002
0,948534
0,896013
0,880256
0,276826
0,899561
0,939512
0,916714
0,935536
0,929118
0,910741
0,947099
0,882852
0,925978
0,9119
0,899421
0,985161
0,893244
0,912192
0,934486
0,748309
0,99403
0,922505
0,882223
0,921268
0,892254
0,951481
0,893366
0,963758
0,882207
0,848235
0,885684
0,979895
0,99453
0,986102
0,917137
0,948479
0,954517
0,920825
0,795359
0,963768
0,973851
0,899447
0,959877
0,951481
0,974417
0,898743
0,947104
0,911048
0,981338
0,961983
0,932394
0,671776
0,958478
0,951234
0,883203
0,980692
0,916718
0,954181
0,977901
0,920469
0,918086
0,978765
0,929391
0,945871
0,919068
0,816282
0,889987
0,760798
0,911121
0,845109
0,856618
0,778148
0,89022
0,962275
0,846453
0,929487
0,991053
0,920817
0,85564
0,968416
0,920049
0,962521
0,969079
0,620382
0,973519
0,958391
0,970077
0,854513
