result
0,000001
0,000001
0,000001
0,000002
0,000001
0,000001
0,000001
0,000001
0,000001
0,000001
0,000001
0,000001
0,000001
0,000001
0,000001
0,000001
0,000001
0,883181
0,875335
0,834918
0,755126
0,630461
0,953146
0,906405
0,478531
0,820066
0,788107
0,844097
0,6648
0,941295
0,84118
0,933343
0,923173
0,951576
0,914663
0,865335
0,909755
0,896234
0,622168
0,418053
0,944443
0,871517
0,86915
0,892818
0,802956
0,961371
0,945019
0,95887
0,914686
0,949785
0,955054
0,941141
0,89653
0,933373
0,949257
0,211104
0,929137
0,979268
0,895838
0,914484
0,961358
0,892951
0,925085
0,944142
0,952183
0,947525
0,932562
0,960945
0,991058
0,949522
0,721085
0,921973
0,926707
0,973875
0,820587
0,957459
0,539103
0,924244
0,891441
0,963734
0,963397
0,970799
0,941624
0,820085
0,92185
0,918137
0,829904
0,98611
0,847355
0,962233
0,972876
0,938516
0,919043
0,909837
0,927474
0,935225
0,900109
0,910615
0,88243
0,975405
0,903636
0,442777
0,649573
0,943131
0,58063
0,900144
0,971272
0,936836
0,905889
0,903131
0,90364
0,98513
0,963064
0,932055
0,959331
0,9506
0,774918
0,956088
0,707516
0,918156
0,944606
0,650863
0,944429
0,895888
0,934017
0,948762
0,976828
0,984132
0,760609
0,917276
0,979712
0,74268
0,741971
0,940053
0,969524
0,951226
0,955295
0,903933
0,95937
0,969476
0,954181
0,790614
0,977999
0,968763
0,943181
0,458201
0,934971
0,899969
0,867492
0,929234
0,81641
0,940913
0,915204
0,974336
0,974339
0,943131
0,941367
0,96515
0,836888
0,680117
0,922862
0,842999
0,194686
0,906751
0,978897
0,955149
0,943241
0,977044
0,940809
0,948928
0,956841
0,958342
0,949065
0,928322
0,83015
0,836993
0,930516
0,897034
0,952148
0,878194
0,973863
0,893796
0,95228
0,94846
0,9439
0,959043
0,96754
0,853585
0,807068
0,898608
0,657077
0,926057
0,93799
0,944606
0,929698
0,908083
0,932759
0,931071
0,973981
0,889959
